BUKRS,BELNR,GJAHR,BLDAT,BUDAT,BLART,WAERK,USNAM,XBLNR,BKTXT
3000,0000003217,2021,20240818,20220728,KR,USD,USER029,REF10497,Vendor payment
2000,0000003218,2023,20231211,20240715,AB,USD,USER045,REF62453,Expense report
1000,0000003219,2022,20200605,20230626,AB,USD,USER035,REF67933,Vendor payment
2000,0000003220,2024,20210823,20220827,AB,COP,USER043,REF30924,Vendor payment
1000,0000003221,2021,20220110,20200131,RE,USD,USER007,REF76880,Salary posting
3000,0000003222,2024,20220916,20210909,KR,COP,USER016,REF51052,Salary posting
1000,0000003223,2022,20200419,20210921,AB,EUR,USER049,REF59598,Vendor payment
1000,0000003224,2020,20201104,20200626,SA,EUR,USER028,REF43132,Vendor payment
3000,0000003225,2022,20201201,20211231,SA,EUR,USER012,REF12253,Asset acquisition
3000,0000003226,2022,20240628,20210802,RE,COP,USER007,REF97894,Customer receipt
3000,0000003227,2023,20240504,20210204,ZP,EUR,USER006,REF79624,Expense report
2000,0000003228,2021,20200106,20241021,AB,COP,USER020,REF39536,Salary posting
3000,0000003229,2024,20240603,20210811,ZP,EUR,USER012,REF18489,Vendor payment
3000,0000003230,2022,20230416,20240629,AB,EUR,USER002,REF63104,Asset acquisition
2000,0000003231,2020,20211212,20240930,RE,COP,USER003,REF33821,Invoice payment
1000,0000003232,2022,20210928,20210205,SA,COP,USER047,REF34443,Expense report
1000,0000003233,2020,20231221,20220402,RE,USD,USER040,REF79191,Asset acquisition
1000,0000003234,2021,20221014,20201018,RE,EUR,USER047,REF94129,Vendor payment
2000,0000003235,2020,20200429,20210218,KR,COP,USER045,REF36429,Invoice payment
3000,0000003236,2023,20230201,20240822,ZP,EUR,USER039,REF16487,Invoice payment
1000,0000003237,2022,20200307,20200128,KR,USD,USER031,REF25306,Expense report
1000,0000003238,2023,20240310,20200721,ZP,USD,USER049,REF95489,Vendor payment
2000,0000003239,2020,20240517,20240314,RE,EUR,USER049,REF60849,Expense report
2000,0000003240,2024,20240318,20200414,ZP,USD,USER007,REF86262,Customer receipt
2000,0000003241,2023,20240809,20221208,SA,USD,USER001,REF92403,Invoice payment
1000,0000003242,2021,20220615,20211128,KR,USD,USER034,REF31711,Customer receipt
1000,0000003243,2020,20220825,20201206,ZP,EUR,USER044,REF68148,Vendor payment
3000,0000003244,2020,20220823,20201008,AB,EUR,USER049,REF17371,Customer receipt
1000,0000003245,2023,20200817,20220430,RE,USD,USER002,REF82420,Customer receipt
3000,0000003246,2020,20240514,20230614,AB,COP,USER009,REF36581,Customer receipt
3000,0000003247,2024,20230721,20220225,SA,USD,USER032,REF25809,Vendor payment
1000,0000003248,2023,20211124,20240911,KR,COP,USER029,REF64948,Vendor payment
1000,0000003249,2020,20210107,20240622,SA,EUR,USER001,REF98307,Customer receipt
3000,0000003250,2024,20220120,20240525,SA,USD,USER033,REF14125,Invoice payment
1000,0000003251,2022,20231002,20241112,SA,COP,USER050,REF27688,Expense report
2000,0000003252,2021,20201128,20240815,RE,USD,USER038,REF14987,Asset acquisition
3000,0000003253,2023,20230203,20211222,AB,USD,USER026,REF97343,Asset acquisition
1000,0000003254,2023,20240628,20220625,SA,COP,USER028,REF91231,Customer receipt
1000,0000003255,2021,20230329,20241006,SA,EUR,USER048,REF28617,Invoice payment
2000,0000003256,2020,20240215,20200824,AB,USD,USER010,REF60907,Invoice payment
1000,0000003257,2023,20200120,20210321,KR,USD,USER003,REF95036,Vendor payment
2000,0000003258,2021,20210731,20241003,KR,EUR,USER048,REF24746,Vendor payment
3000,0000003259,2021,20230329,20201007,SA,EUR,USER019,REF75980,Invoice payment
1000,0000003260,2020,20200121,20210909,RE,EUR,USER028,REF88733,Invoice payment
1000,0000003261,2022,20241023,20210413,RE,COP,USER007,REF58273,Invoice payment
2000,0000003262,2023,20240113,20220116,ZP,USD,USER045,REF48115,Asset acquisition
3000,0000003263,2021,20210418,20230929,ZP,USD,USER015,REF50613,Vendor payment
1000,0000003264,2020,20200107,20211029,RE,COP,USER049,REF46193,Asset acquisition
2000,0000003265,2022,20240423,20201114,AB,EUR,USER038,REF65638,Invoice payment
2000,0000003266,2023,20210520,20230204,SA,USD,USER048,REF24570,Expense report
3000,0000003267,2020,20220708,20221006,SA,COP,USER009,REF40698,Vendor payment
2000,0000003268,2024,20221016,20221103,RE,USD,USER024,REF44025,Expense report
2000,0000003269,2020,20240410,20231007,ZP,USD,USER011,REF39764,Customer receipt
2000,0000003270,2020,20201110,20210828,SA,USD,USER049,REF58471,Salary posting
2000,0000003271,2023,20220817,20201016,RE,USD,USER005,REF67873,Invoice payment
1000,0000003272,2023,20210220,20200505,ZP,USD,USER008,REF57402,Asset acquisition
2000,0000003273,2023,20221224,20230806,KR,USD,USER043,REF18021,Expense report
1000,0000003274,2023,20211013,20210920,KR,EUR,USER002,REF34341,Asset acquisition
2000,0000003275,2020,20240917,20210909,ZP,USD,USER046,REF70164,Customer receipt
1000,0000003276,2023,20200412,20201127,ZP,COP,USER022,REF44021,Asset acquisition
3000,0000003277,2024,20220404,20201029,AB,COP,USER036,REF77658,Salary posting
1000,0000003278,2023,20220503,20220527,SA,COP,USER001,REF68368,Customer receipt
2000,0000003279,2021,20201021,20220906,RE,EUR,USER014,REF54336,Expense report
3000,0000003280,2024,20220401,20220901,AB,EUR,USER009,REF56941,Vendor payment
1000,0000003281,2021,20221219,20220602,ZP,USD,USER039,REF16831,Asset acquisition
3000,0000003282,2020,20240620,20210623,ZP,EUR,USER026,REF87505,Customer receipt
1000,0000003283,2021,20200427,20231122,SA,USD,USER050,REF40843,Salary posting
1000,0000003284,2022,20240602,20200222,ZP,EUR,USER050,REF28977,Asset acquisition
1000,0000003285,2024,20220506,20240229,RE,USD,USER039,REF68900,Asset acquisition
2000,0000003286,2020,20211005,20210127,SA,USD,USER029,REF17572,Customer receipt
2000,0000003287,2024,20230504,20241210,AB,USD,USER046,REF54433,Salary posting
2000,0000003288,2021,20220612,20241007,RE,EUR,USER046,REF13620,Expense report
3000,0000003289,2022,20201028,20240926,KR,USD,USER014,REF62748,Customer receipt
1000,0000003290,2023,20240201,20210226,KR,COP,USER046,REF33077,Expense report
3000,0000003291,2021,20220914,20200730,RE,COP,USER030,REF58626,Customer receipt
2000,0000003292,2023,20230527,20200904,AB,COP,USER028,REF31545,Invoice payment
2000,0000003293,2021,20230617,20241213,ZP,USD,USER008,REF47873,Salary posting
3000,0000003294,2023,20230327,20230207,KR,COP,USER024,REF33032,Invoice payment
2000,0000003295,2024,20200117,20210228,ZP,COP,USER012,REF13878,Expense report
3000,0000003296,2023,20230310,20240615,ZP,COP,USER007,REF44883,Expense report
3000,0000003297,2023,20210704,20221011,RE,COP,USER028,REF81613,Invoice payment
1000,0000003298,2023,20220809,20241214,RE,COP,USER006,REF62436,Expense report
2000,0000003299,2020,20241223,20211202,RE,COP,USER019,REF86454,Expense report
1000,0000003300,2021,20220426,20240906,AB,COP,USER017,REF46655,Asset acquisition
3000,0000003301,2021,20241012,20200819,AB,COP,USER037,REF46521,Asset acquisition
2000,0000003302,2021,20230211,20200111,ZP,COP,USER037,REF14261,Customer receipt
2000,0000003303,2022,20210616,20200504,KR,USD,USER040,REF90314,Vendor payment
2000,0000003304,2020,20231202,20230521,KR,EUR,USER039,REF39473,Expense report
2000,0000003305,2021,20240401,20221007,KR,EUR,USER006,REF30980,Vendor payment
1000,0000003306,2023,20210331,20211213,RE,USD,USER050,REF83821,Asset acquisition
1000,0000003307,2021,20240827,20220531,AB,USD,USER026,REF94657,Salary posting
1000,0000003308,2023,20241102,20201206,ZP,EUR,USER020,REF56648,Expense report
3000,0000003309,2023,20210626,20230630,ZP,USD,USER002,REF69328,Customer receipt
1000,0000003310,2024,20241025,20230123,AB,USD,USER001,REF64879,Customer receipt
2000,0000003311,2022,20240323,20220425,RE,COP,USER003,REF81518,Invoice payment
3000,0000003312,2020,20230303,20240921,KR,EUR,USER003,REF31745,Expense report
1000,0000003313,2022,20240509,20240817,SA,COP,USER040,REF14269,Salary posting
2000,0000003314,2024,20230318,20200311,ZP,COP,USER012,REF30562,Salary posting
1000,0000003315,2021,20210226,20201220,RE,COP,USER016,REF56860,Invoice payment
1000,0000003316,2021,20240716,20220205,SA,USD,USER004,REF24879,Vendor payment
3000,0000003317,2021,20211122,20210803,SA,EUR,USER044,REF14376,Expense report
2000,0000003318,2024,20221029,20240723,ZP,EUR,USER019,REF37282,Vendor payment
1000,0000003319,2021,20210129,20241127,KR,USD,USER016,REF61657,Expense report
3000,0000003320,2023,20200927,20200115,ZP,COP,USER023,REF83967,Customer receipt
3000,0000003321,2024,20230814,20210417,RE,COP,USER018,REF45418,Invoice payment
1000,0000003322,2024,20200427,20220628,SA,EUR,USER026,REF51032,Vendor payment
3000,0000003323,2024,20201001,20200425,RE,COP,USER016,REF75065,Asset acquisition
1000,0000003324,2020,20220912,20220730,SA,EUR,USER024,REF46419,Expense report
1000,0000003325,2020,20220225,20210108,ZP,USD,USER042,REF22177,Vendor payment
1000,0000003326,2023,20211201,20230628,RE,EUR,USER009,REF33699,Asset acquisition
2000,0000003327,2020,20231210,20210414,RE,USD,USER024,REF40424,Customer receipt
2000,0000003328,2021,20220517,20241016,SA,USD,USER021,REF29810,Customer receipt
3000,0000003329,2023,20210530,20220223,RE,COP,USER045,REF13329,Vendor payment
2000,0000003330,2020,20220707,20240714,KR,COP,USER001,REF84852,Vendor payment
1000,0000003331,2024,20210704,20211007,KR,USD,USER004,REF35041,Expense report
3000,0000003332,2020,20200508,20211225,KR,USD,USER023,REF11301,Salary posting
1000,0000003333,2022,20210305,20240114,KR,COP,USER038,REF93866,Invoice payment
2000,0000003334,2021,20230926,20240919,RE,EUR,USER029,REF73584,Vendor payment
2000,0000003335,2021,20210618,20220812,ZP,COP,USER024,REF42941,Expense report
1000,0000003336,2020,20221024,20230121,KR,EUR,USER017,REF92350,Customer receipt
2000,0000003337,2024,20240608,20200812,ZP,COP,USER048,REF10973,Salary posting
3000,0000003338,2023,20221005,20200325,AB,USD,USER041,REF60096,Vendor payment
1000,0000003339,2021,20241208,20210425,KR,EUR,USER038,REF83163,Asset acquisition
2000,0000003340,2020,20220103,20241122,ZP,COP,USER011,REF54602,Asset acquisition
3000,0000003341,2024,20230924,20210816,AB,USD,USER004,REF78126,Salary posting
3000,0000003342,2024,20240527,20240525,SA,EUR,USER034,REF79521,Expense report
3000,0000003343,2024,20201217,20240505,SA,EUR,USER028,REF72629,Expense report
2000,0000003344,2021,20200206,20240223,ZP,USD,USER026,REF73210,Expense report
3000,0000003345,2024,20240514,20201210,SA,USD,USER014,REF93577,Salary posting
3000,0000003346,2022,20200613,20240528,ZP,USD,USER011,REF82803,Expense report
1000,0000003347,2021,20241115,20211218,RE,COP,USER035,REF34032,Salary posting
3000,0000003348,2023,20201210,20240330,SA,USD,USER012,REF82413,Asset acquisition
1000,0000003349,2024,20240406,20210530,KR,EUR,USER001,REF21880,Expense report
1000,0000003350,2021,20210714,20200627,SA,EUR,USER037,REF32938,Vendor payment
1000,0000003351,2020,20230525,20231209,AB,USD,USER011,REF68115,Invoice payment
1000,0000003352,2023,20220327,20200101,SA,USD,USER004,REF86115,Salary posting
2000,0000003353,2021,20210114,20200516,AB,USD,USER042,REF15156,Invoice payment
3000,0000003354,2021,20230612,20200602,RE,EUR,USER049,REF21062,Vendor payment
1000,0000003355,2021,20220129,20240411,KR,EUR,USER040,REF33283,Expense report
1000,0000003356,2022,20240908,20220807,RE,COP,USER038,REF39123,Asset acquisition
1000,0000003357,2020,20220509,20200213,ZP,COP,USER030,REF73681,Customer receipt
1000,0000003358,2022,20220330,20210729,AB,COP,USER044,REF64786,Invoice payment
2000,0000003359,2023,20241117,20200922,AB,USD,USER014,REF78907,Customer receipt
2000,0000003360,2020,20200131,20230318,SA,COP,USER030,REF32736,Expense report
2000,0000003361,2023,20200703,20220629,AB,EUR,USER010,REF39220,Customer receipt
1000,0000003362,2021,20241111,20241219,KR,USD,USER008,REF11629,Customer receipt
3000,0000003363,2022,20210802,20231230,RE,USD,USER020,REF27985,Expense report
3000,0000003364,2020,20220307,20211215,SA,USD,USER008,REF35772,Asset acquisition
1000,0000003365,2023,20220820,20230910,AB,EUR,USER024,REF72470,Asset acquisition
1000,0000003366,2023,20241024,20231119,KR,USD,USER039,REF48314,Expense report
3000,0000003367,2020,20240803,20210722,AB,COP,USER031,REF52964,Salary posting
1000,0000003368,2024,20230201,20220622,RE,COP,USER032,REF91228,Vendor payment
3000,0000003369,2021,20201219,20210905,KR,COP,USER011,REF47621,Vendor payment
1000,0000003370,2023,20210922,20210630,SA,COP,USER050,REF75039,Expense report
1000,0000003371,2022,20211208,20220527,SA,COP,USER033,REF60950,Vendor payment
2000,0000003372,2023,20230313,20240407,RE,COP,USER023,REF48459,Vendor payment
2000,0000003373,2021,20220214,20240920,KR,USD,USER036,REF84425,Invoice payment
2000,0000003374,2023,20201220,20210209,ZP,USD,USER047,REF44894,Invoice payment
3000,0000003375,2020,20200107,20230504,SA,COP,USER033,REF54199,Customer receipt
2000,0000003376,2023,20240228,20210702,KR,COP,USER026,REF46507,Expense report
2000,0000003377,2024,20230520,20200202,RE,EUR,USER050,REF38884,Asset acquisition
3000,0000003378,2020,20210620,20231008,AB,COP,USER020,REF74058,Customer receipt
3000,0000003379,2023,20240218,20200711,SA,COP,USER030,REF76216,Vendor payment
2000,0000003380,2022,20210310,20220725,RE,USD,USER047,REF59175,Invoice payment
3000,0000003381,2023,20240922,20230827,SA,USD,USER017,REF64276,Asset acquisition
1000,0000003382,2023,20240326,20210423,AB,EUR,USER005,REF58200,Customer receipt
2000,0000003383,2020,20221129,20220202,ZP,EUR,USER039,REF84875,Invoice payment
1000,0000003384,2021,20220716,20220831,KR,EUR,USER008,REF11453,Vendor payment
2000,0000003385,2022,20200324,20231129,AB,EUR,USER036,REF60470,Invoice payment
2000,0000003386,2021,20220114,20220423,AB,COP,USER022,REF14784,Expense report
3000,0000003387,2021,20220628,20210630,AB,EUR,USER033,REF42197,Expense report
1000,0000003388,2023,20220916,20230813,AB,EUR,USER014,REF12916,Asset acquisition
2000,0000003389,2020,20230127,20201004,KR,EUR,USER012,REF65132,Asset acquisition
2000,0000003390,2024,20230808,20210729,RE,EUR,USER002,REF77095,Asset acquisition
3000,0000003391,2024,20220601,20211104,KR,EUR,USER049,REF53186,Customer receipt
3000,0000003392,2020,20220304,20220822,KR,EUR,USER027,REF36784,Salary posting
3000,0000003393,2021,20231127,20221120,ZP,EUR,USER049,REF73121,Asset acquisition
1000,0000003394,2022,20240623,20230729,SA,COP,USER043,REF93466,Salary posting
3000,0000003395,2021,20201011,20240823,RE,EUR,USER030,REF17691,Salary posting
3000,0000003396,2024,20220515,20240415,RE,EUR,USER026,REF99495,Customer receipt
2000,0000003397,2020,20220413,20220311,KR,COP,USER004,REF19139,Asset acquisition
1000,0000003398,2024,20231016,20241206,RE,USD,USER013,REF86050,Vendor payment
1000,0000003399,2024,20240914,20230614,RE,EUR,USER037,REF80321,Expense report
2000,0000003400,2020,20230224,20201111,AB,EUR,USER021,REF36748,Expense report
2000,0000003401,2020,20220726,20240219,RE,EUR,USER028,REF50365,Vendor payment
2000,0000003402,2021,20220409,20230417,SA,COP,USER002,REF37033,Customer receipt
3000,0000003403,2024,20230101,20231107,KR,COP,USER044,REF41117,Salary posting
2000,0000003404,2024,20231118,20200209,RE,USD,USER023,REF84131,Vendor payment
2000,0000003405,2023,20200224,20220218,ZP,COP,USER005,REF90862,Salary posting
3000,0000003406,2023,20210123,20200105,SA,USD,USER039,REF79533,Expense report
2000,0000003407,2021,20230223,20221115,SA,EUR,USER016,REF17117,Customer receipt
1000,0000003408,2020,20220812,20240124,ZP,COP,USER027,REF71797,Vendor payment
1000,0000003409,2023,20230722,20220210,SA,EUR,USER015,REF98840,Invoice payment
2000,0000003410,2024,20230402,20241103,RE,COP,USER025,REF95261,Salary posting
3000,0000003411,2021,20241006,20230901,ZP,COP,USER022,REF10193,Expense report
2000,0000003412,2020,20200822,20220901,RE,EUR,USER010,REF64036,Customer receipt
2000,0000003413,2020,20220702,20241206,RE,COP,USER002,REF77263,Customer receipt
3000,0000003414,2020,20221126,20230804,RE,USD,USER011,REF62705,Expense report
3000,0000003415,2021,20230515,20220429,ZP,COP,USER042,REF48795,Salary posting
3000,0000003416,2022,20240320,20200302,RE,USD,USER010,REF77677,Vendor payment
3000,0000003417,2024,20211125,20230303,KR,EUR,USER042,REF71201,Customer receipt
2000,0000003418,2020,20200603,20220508,ZP,COP,USER028,REF87638,Customer receipt
1000,0000003419,2024,20241216,20220227,RE,COP,USER031,REF63234,Asset acquisition
1000,0000003420,2020,20230215,20200308,ZP,COP,USER002,REF41471,Vendor payment
1000,0000003421,2023,20200426,20230725,KR,USD,USER013,REF98148,Salary posting
2000,0000003422,2022,20210323,20211029,ZP,USD,USER041,REF95322,Expense report
3000,0000003423,2022,20211115,20221204,AB,COP,USER006,REF33415,Invoice payment
3000,0000003424,2022,20240717,20230917,KR,USD,USER011,REF96196,Salary posting
1000,0000003425,2023,20230506,20200208,ZP,COP,USER010,REF39206,Asset acquisition
2000,0000003426,2021,20200119,20210109,ZP,USD,USER037,REF69159,Asset acquisition
3000,0000003427,2020,20210526,20230603,AB,EUR,USER049,REF68832,Invoice payment
1000,0000003428,2022,20210511,20220207,SA,COP,USER049,REF50414,Invoice payment
2000,0000003429,2022,20210331,20231201,AB,USD,USER033,REF20375,Customer receipt
3000,0000003430,2023,20240605,20220122,SA,EUR,USER002,REF41859,Asset acquisition
3000,0000003431,2022,20240917,20241201,ZP,EUR,USER010,REF25578,Salary posting
3000,0000003432,2024,20220714,20221017,KR,EUR,USER024,REF46234,Customer receipt
2000,0000003433,2023,20201107,20210208,KR,COP,USER028,REF15038,Asset acquisition
2000,0000003434,2023,20230522,20240507,ZP,EUR,USER027,REF47185,Vendor payment
1000,0000003435,2021,20220202,20230405,SA,EUR,USER032,REF97369,Expense report
1000,0000003436,2020,20210609,20210115,ZP,EUR,USER025,REF34185,Expense report
2000,0000003437,2024,20230623,20200920,RE,USD,USER027,REF62186,Invoice payment
2000,0000003438,2024,20230409,20220415,KR,COP,USER023,REF59408,Vendor payment
3000,0000003439,2024,20230908,20240808,KR,EUR,USER048,REF89062,Customer receipt
3000,0000003440,2021,20210317,20211018,ZP,EUR,USER031,REF62404,Vendor payment
3000,0000003441,2023,20231225,20221011,AB,EUR,USER012,REF58780,Asset acquisition
