BUKRS,BELNR,GJAHR,BUZEI,KOART,KONTO,DMBTR,WRBTR,WAERS,SGTXT
1000,0000001341,2021,002,K,575058,68936.81,75478.9,COP,Revenue rec
1000,0000001341,2021,003,S,510089,159861.35,170665.66,COP,Tax posting
3000,0000001342,2024,001,D,667806,59027.28,63108.16,EUR,Revenue rec
2000,0000001343,2024,001,A,231806,45377.55,48512.2,COP,Tax posting
2000,0000001344,2023,001,A,538478,56304.26,59891.12,EUR,Line item desc
2000,0000001344,2023,002,K,370531,116395.28,107771.06,EUR,Line item desc
2000,0000001344,2023,003,A,306172,123321.64,121069.43,EUR,Line item desc
3000,0000001345,2024,001,S,268258,101915.08,102059.62,COP,Clearing entry
3000,0000001345,2024,002,K,320330,37249.42,34631.3,COP,Clearing entry
1000,0000001346,2022,001,D,962950,97264.09,104259.82,EUR,Cost allocation
1000,0000001346,2022,002,M,833248,186698.67,193536.6,EUR,Revenue rec
1000,0000001346,2022,003,K,735933,123537.62,122629.41,EUR,Tax posting
1000,0000001346,2022,004,M,479555,81888.21,82081.7,EUR,Tax posting
2000,0000001347,2021,001,S,337588,28394.75,28325.12,EUR,Tax posting
2000,0000001347,2021,002,A,285215,39269.82,39290.16,EUR,Line item desc
3000,0000001348,2020,001,K,946867,92318.7,91159.55,USD,Cost allocation
2000,0000001349,2023,001,S,463957,119413.93,130811.52,COP,Clearing entry
2000,0000001349,2023,002,S,945979,53905.47,49028.72,COP,Clearing entry
2000,0000001349,2023,003,S,626964,104298.53,110106.71,COP,Cost allocation
1000,0000001350,2020,001,D,919771,107646.88,114151.29,USD,Clearing entry
1000,0000001350,2020,002,A,838069,114768.51,106745.48,USD,Revenue rec
1000,0000001350,2020,003,S,227298,65087.93,64393.75,USD,Cost allocation
3000,0000001351,2021,001,K,427398,182478.92,196971.23,USD,Line item desc
3000,0000001351,2021,002,K,473526,52698.57,50089.29,USD,Line item desc
3000,0000001351,2021,003,A,983566,115979.8,113413.77,USD,Revenue rec
2000,0000001352,2023,001,S,618650,110071.65,104825.67,EUR,Revenue rec
2000,0000001352,2023,002,S,266602,4566.9,4790.31,EUR,Tax posting
1000,0000001353,2024,001,K,310826,198363.52,193133.88,USD,Tax posting
1000,0000001353,2024,002,D,152420,86229.61,94244.24,USD,Tax posting
1000,0000001353,2024,003,M,612231,114089.2,109992.75,USD,Line item desc
1000,0000001353,2024,004,A,838190,116576.64,120204.29,USD,Line item desc
3000,0000001354,2022,001,D,966715,4671.65,4951.95,EUR,Cost allocation
3000,0000001354,2022,002,A,207526,56134.02,54590.92,EUR,Line item desc
3000,0000001354,2022,003,K,623265,54425.62,49525.92,EUR,Cost allocation
2000,0000001355,2022,001,M,250510,27874.69,29674.98,EUR,Line item desc
2000,0000001355,2022,002,D,748213,151424.75,137141.76,EUR,Cost allocation
2000,0000001356,2024,001,K,418610,9000.24,8894.41,USD,Tax posting
2000,0000001356,2024,002,M,157476,35338.1,36810.24,USD,Revenue rec
2000,0000001356,2024,003,D,604976,64434.2,64485.98,USD,Clearing entry
1000,0000001357,2020,001,A,461687,50528.27,50327.06,COP,Revenue rec
2000,0000001358,2024,001,M,396955,75379.86,72116.71,COP,Tax posting
2000,0000001358,2024,002,D,963337,46416.49,50533.77,COP,Clearing entry
2000,0000001358,2024,003,S,865777,108830.13,116807.63,COP,Revenue rec
2000,0000001359,2023,001,K,317240,114167.86,119030.14,COP,Clearing entry
3000,0000001360,2020,001,M,244575,158407.0,151899.27,USD,Cost allocation
3000,0000001360,2020,002,A,933249,8276.46,7529.98,USD,Revenue rec
2000,0000001361,2020,001,K,311127,160918.5,156610.4,COP,Clearing entry
2000,0000001361,2020,002,S,224527,48655.09,53181.87,COP,Tax posting
2000,0000001361,2020,003,D,313794,147870.5,141503.36,COP,Cost allocation
3000,0000001362,2021,001,A,216424,191425.59,193226.83,EUR,Cost allocation
3000,0000001363,2020,001,M,267355,125129.42,114919.41,USD,Tax posting
2000,0000001364,2022,001,D,696615,176919.63,165064.67,USD,Cost allocation
2000,0000001365,2020,001,A,583714,105640.48,116022.86,EUR,Clearing entry
3000,0000001366,2024,001,K,670453,135048.53,143216.87,COP,Line item desc
3000,0000001367,2021,001,D,667979,185092.02,187206.1,USD,Tax posting
3000,0000001367,2021,002,A,106574,199445.18,210229.38,USD,Cost allocation
3000,0000001368,2021,001,S,351418,89973.79,95054.38,EUR,Tax posting
3000,0000001368,2021,002,K,172884,61956.31,63266.36,EUR,Cost allocation
3000,0000001368,2021,003,A,827674,69768.49,65370.52,EUR,Tax posting
1000,0000001369,2024,001,M,835478,118387.11,115833.45,COP,Revenue rec
1000,0000001369,2024,002,D,342789,161460.06,161531.07,COP,Revenue rec
1000,0000001370,2022,001,K,597952,11563.22,11872.36,EUR,Clearing entry
1000,0000001370,2022,002,S,110506,15106.86,15430.77,EUR,Clearing entry
3000,0000001371,2023,001,M,807666,130996.54,127465.31,USD,Tax posting
1000,0000001372,2020,001,A,745622,104262.45,98872.7,COP,Revenue rec
1000,0000001372,2020,002,K,125751,47149.4,46045.59,COP,Tax posting
2000,0000001373,2021,001,M,293264,44074.77,43586.81,COP,Revenue rec
2000,0000001373,2021,002,S,666483,164016.36,169587.83,COP,Cost allocation
1000,0000001374,2024,001,A,646449,115317.63,117986.88,USD,Cost allocation
1000,0000001374,2024,002,M,479787,47132.25,47583.23,USD,Revenue rec
1000,0000001374,2024,003,K,176993,147828.8,133093.68,USD,Line item desc
1000,0000001375,2023,001,S,911379,135726.71,130519.54,EUR,Revenue rec
1000,0000001375,2023,002,D,104103,98282.9,97232.91,EUR,Line item desc
1000,0000001375,2023,003,M,997035,73319.25,80219.78,EUR,Line item desc
1000,0000001376,2020,001,D,207666,135720.57,141762.16,EUR,Tax posting
1000,0000001376,2020,002,M,742038,91279.88,83149.61,EUR,Revenue rec
3000,0000001377,2022,001,M,655344,149655.29,141906.21,EUR,Line item desc
3000,0000001377,2022,002,D,284493,5259.46,4740.07,EUR,Revenue rec
3000,0000001377,2022,003,K,340702,21210.14,21803.62,EUR,Cost allocation
2000,0000001378,2023,001,D,888932,11005.3,11844.65,COP,Tax posting
3000,0000001379,2020,001,A,442603,119108.08,130865.33,COP,Line item desc
3000,0000001379,2020,002,D,585813,31194.53,28423.45,COP,Line item desc
2000,0000001380,2022,001,A,907534,152538.44,165563.97,COP,Cost allocation
2000,0000001380,2022,002,K,935458,41609.24,38951.93,COP,Revenue rec
2000,0000001380,2022,003,A,550276,20739.87,20478.15,COP,Clearing entry
2000,0000001380,2022,004,D,223815,124617.44,134738.9,COP,Tax posting
2000,0000001381,2021,001,K,994729,83607.75,78723.44,COP,Revenue rec
2000,0000001381,2021,002,S,689003,72916.1,68206.94,COP,Clearing entry
2000,0000001381,2021,003,A,467481,189395.28,185522.57,COP,Line item desc
2000,0000001382,2020,001,S,986025,119605.77,121956.34,USD,Clearing entry
2000,0000001382,2020,002,M,418709,179241.09,192677.34,USD,Line item desc
1000,0000001383,2020,001,D,897970,99716.62,98499.92,COP,Cost allocation
1000,0000001383,2020,002,M,844457,151069.59,165544.49,COP,Cost allocation
1000,0000001383,2020,003,A,406301,69802.63,73567.06,COP,Revenue rec
3000,0000001384,2024,001,A,558194,181953.82,178958.61,USD,Revenue rec
3000,0000001384,2024,002,S,809868,179735.75,179615.76,USD,Line item desc
3000,0000001384,2024,003,M,526595,64345.31,68998.38,USD,Line item desc
3000,0000001384,2024,004,M,865142,79292.54,83639.34,USD,Tax posting
1000,0000001385,2024,001,K,204265,172867.91,168513.58,COP,Line item desc
1000,0000001385,2024,002,D,984263,62637.41,60524.99,COP,Clearing entry
1000,0000001385,2024,003,S,273740,91300.79,89926.73,COP,Tax posting
2000,0000001386,2020,001,K,989274,123485.09,129152.58,EUR,Line item desc
2000,0000001386,2020,002,S,822093,157042.27,153820.66,EUR,Line item desc
2000,0000001386,2020,003,A,331076,138539.89,138739.89,EUR,Cost allocation
2000,0000001386,2020,004,K,850807,100930.92,96807.9,EUR,Tax posting
3000,0000001387,2023,001,S,100061,152616.96,163572.54,USD,Cost allocation
3000,0000001387,2023,002,M,265571,5569.18,5213.33,USD,Cost allocation
2000,0000001388,2022,001,D,688332,36929.31,33328.75,USD,Clearing entry
2000,0000001389,2022,001,A,982796,53127.62,49243.09,COP,Tax posting
2000,0000001389,2022,002,S,853862,75637.74,69525.06,COP,Revenue rec
2000,0000001389,2022,003,S,718776,102323.41,109547.4,COP,Line item desc
1000,0000001390,2024,001,D,805613,134090.75,136702.11,EUR,Revenue rec
1000,0000001390,2024,002,M,727356,55195.91,52330.13,EUR,Clearing entry
1000,0000001390,2024,003,D,447599,62663.86,62666.65,EUR,Revenue rec
3000,0000001391,2024,001,S,333665,86679.77,94376.73,USD,Clearing entry
3000,0000001392,2020,001,M,850250,28673.4,28521.32,COP,Revenue rec
3000,0000001392,2020,002,K,699095,15879.6,16492.56,COP,Line item desc
3000,0000001392,2020,003,A,799785,109664.11,105319.84,COP,Clearing entry
2000,0000001393,2024,001,K,228450,49923.13,45725.19,EUR,Clearing entry
2000,0000001393,2024,002,D,544208,84683.3,90621.47,EUR,Clearing entry
2000,0000001393,2024,003,K,156411,108579.71,104551.59,EUR,Line item desc
2000,0000001393,2024,004,S,734561,56402.69,59244.45,EUR,Line item desc
3000,0000001394,2020,001,S,164588,179979.04,162988.97,EUR,Revenue rec
3000,0000001394,2020,002,S,914263,123420.66,123909.96,EUR,Revenue rec
3000,0000001394,2020,003,S,474982,182220.34,185880.45,EUR,Revenue rec
3000,0000001394,2020,004,K,850870,33647.56,32299.56,EUR,Line item desc
1000,0000001395,2020,001,M,296049,162738.13,164213.95,EUR,Tax posting
1000,0000001395,2020,002,M,137791,64141.53,68415.4,EUR,Clearing entry
1000,0000001395,2020,003,S,444929,88616.03,80371.71,EUR,Revenue rec
2000,0000001396,2023,001,K,735664,23930.18,21767.64,USD,Cost allocation
2000,0000001396,2023,002,A,896005,91628.62,91003.26,USD,Line item desc
2000,0000001396,2023,003,A,968639,196461.83,207620.55,USD,Tax posting
1000,0000001397,2022,001,A,197177,197390.49,213504.98,USD,Tax posting
3000,0000001398,2024,001,S,955925,22593.42,20788.55,EUR,Clearing entry
3000,0000001398,2024,002,M,314936,52547.73,51285.3,EUR,Clearing entry
3000,0000001398,2024,003,S,716528,62667.89,66801.1,EUR,Clearing entry
3000,0000001399,2023,001,K,826846,96901.39,95142.2,EUR,Clearing entry
3000,0000001399,2023,002,D,536058,169315.55,172669.69,EUR,Line item desc
2000,0000001400,2020,001,S,727081,77763.22,70432.07,USD,Line item desc
2000,0000001400,2020,002,D,621489,170191.5,167629.01,USD,Line item desc
2000,0000001400,2020,003,D,471319,2203.31,2341.79,USD,Cost allocation
2000,0000001401,2023,001,S,483191,184582.7,202771.25,EUR,Tax posting
2000,0000001402,2020,001,A,315476,66898.83,69626.97,COP,Clearing entry
2000,0000001403,2022,001,M,462900,176168.09,191223.12,USD,Tax posting
2000,0000001403,2022,002,A,475940,40127.6,40666.02,USD,Clearing entry
2000,0000001403,2022,003,S,721026,139013.3,144371.14,USD,Cost allocation
2000,0000001404,2021,001,M,622203,178125.35,191331.82,COP,Line item desc
2000,0000001404,2021,002,K,760478,112254.33,118618.21,COP,Line item desc
2000,0000001404,2021,003,D,344999,24041.22,25466.25,COP,Clearing entry
2000,0000001404,2021,004,D,318589,65193.72,61308.65,COP,Revenue rec
1000,0000001405,2022,001,K,760077,33326.62,36027.67,USD,Line item desc
1000,0000001405,2022,002,K,251573,133849.44,133572.96,USD,Tax posting
1000,0000001406,2021,001,M,608887,48035.86,50528.56,COP,Clearing entry
1000,0000001406,2021,002,M,859855,129193.95,118046.89,COP,Cost allocation
1000,0000001406,2021,003,K,970881,34576.77,34628.57,COP,Cost allocation
1000,0000001406,2021,004,K,420064,36250.82,34669.74,COP,Revenue rec
2000,0000001407,2021,001,K,733050,172311.97,171995.21,EUR,Clearing entry
2000,0000001407,2021,002,S,714600,19663.83,19086.73,EUR,Line item desc
1000,0000001408,2020,001,D,801094,160252.91,172123.48,COP,Clearing entry
3000,0000001409,2021,001,D,636042,3021.19,2897.11,USD,Cost allocation
2000,0000001410,2022,001,A,145835,152984.36,159302.68,USD,Clearing entry
2000,0000001410,2022,002,D,993228,160153.53,164215.6,USD,Line item desc
2000,0000001410,2022,003,A,808800,47749.75,45608.37,USD,Revenue rec
3000,0000001411,2024,001,K,980413,44871.81,43448.42,COP,Tax posting
2000,0000001412,2021,001,K,622206,66452.11,62773.73,EUR,Cost allocation
2000,0000001412,2021,002,M,220815,184350.78,174493.26,EUR,Clearing entry
1000,0000001413,2021,001,K,185666,152023.72,155920.72,COP,Revenue rec
1000,0000001413,2021,002,M,822343,171341.09,170878.75,COP,Tax posting
1000,0000001414,2022,001,A,284219,199857.89,183123.12,COP,Tax posting
1000,0000001414,2022,002,K,764664,190615.97,173595.59,COP,Cost allocation
1000,0000001414,2022,003,D,210907,8759.15,9325.77,COP,Revenue rec
1000,0000001415,2023,001,A,553726,91439.41,87497.97,EUR,Revenue rec
2000,0000001416,2023,001,M,234080,77805.28,71834.06,USD,Cost allocation
2000,0000001416,2023,002,S,145956,177732.69,182459.89,USD,Line item desc
1000,0000001417,2022,001,S,735166,48002.31,46821.23,EUR,Clearing entry
1000,0000001418,2021,001,D,959675,5460.35,5529.61,EUR,Clearing entry
1000,0000001418,2021,002,M,722304,57096.07,54316.37,EUR,Revenue rec
1000,0000001418,2021,003,M,391510,133736.86,140030.15,EUR,Tax posting
2000,0000001419,2023,001,A,983574,70392.57,65419.02,USD,Line item desc
2000,0000001419,2023,002,S,925107,57804.45,61670.09,USD,Cost allocation
2000,0000001420,2022,001,S,531935,89581.28,84760.6,EUR,Revenue rec
1000,0000001421,2022,001,A,441376,188266.91,173239.12,EUR,Revenue rec
3000,0000001422,2022,001,A,827465,51756.16,54871.5,COP,Tax posting
3000,0000001422,2022,002,K,936986,61927.06,59355.95,COP,Revenue rec
3000,0000001422,2022,003,D,837475,32052.21,34535.49,COP,Clearing entry
1000,0000001423,2021,001,S,118008,59633.3,64222.43,COP,Clearing entry
1000,0000001423,2021,002,K,362146,45906.03,43502.67,COP,Line item desc
1000,0000001423,2021,003,M,408014,95158.08,88597.04,COP,Cost allocation
1000,0000001423,2021,004,K,334681,187829.65,198230.17,COP,Clearing entry
1000,0000001424,2021,001,M,329416,68079.57,69648.76,COP,Tax posting
1000,0000001424,2021,002,D,884758,97004.5,102382.36,COP,Tax posting
1000,0000001424,2021,003,S,363569,147575.62,157488.29,COP,Cost allocation
1000,0000001424,2021,004,D,432752,51514.26,56363.71,COP,Line item desc
2000,0000001425,2023,001,D,388415,170369.4,179135.59,EUR,Cost allocation
2000,0000001425,2023,002,D,289192,57629.99,54513.15,EUR,Tax posting
1000,0000001426,2023,001,S,172183,8761.22,8935.04,EUR,Revenue rec
1000,0000001426,2023,002,A,151691,43346.12,47186.29,EUR,Line item desc
3000,0000001427,2020,001,D,724700,47279.8,51223.26,USD,Clearing entry
3000,0000001427,2020,002,M,613338,111431.35,121192.86,USD,Cost allocation
3000,0000001427,2020,003,S,267037,45261.48,41613.14,USD,Line item desc
3000,0000001427,2020,004,M,298379,106219.04,116153.98,USD,Tax posting
1000,0000001428,2024,001,M,923496,71307.76,75380.54,USD,Tax posting
1000,0000001428,2024,002,D,191865,188840.19,189876.84,USD,Revenue rec
1000,0000001428,2024,003,S,204956,160029.59,167303.28,USD,Clearing entry
3000,0000001429,2021,001,M,840117,153055.86,158843.58,USD,Clearing entry
3000,0000001429,2021,002,K,653406,194649.1,179951.78,USD,Line item desc
3000,0000001429,2021,003,M,750489,159811.67,152468.92,USD,Clearing entry
1000,0000001430,2021,001,M,346570,99408.39,95139.96,USD,Line item desc
3000,0000001431,2022,001,D,789987,51078.63,55351.22,COP,Revenue rec
3000,0000001431,2022,002,S,304961,67913.43,63670.02,COP,Clearing entry
3000,0000001431,2022,003,K,905991,135454.29,138049.32,COP,Cost allocation
3000,0000001431,2022,004,S,152938,125107.83,133331.17,COP,Clearing entry
3000,0000001432,2020,001,D,390487,37089.52,39130.75,USD,Line item desc
3000,0000001432,2020,002,M,776554,173188.06,158676.56,USD,Tax posting
2000,0000001433,2021,001,D,332312,22362.76,20724.81,EUR,Cost allocation
2000,0000001433,2021,002,M,787167,809.72,857.71,EUR,Tax posting
1000,0000001434,2024,001,A,627147,61190.98,57998.24,EUR,Clearing entry
1000,0000001434,2024,002,A,224603,147361.06,159020.2,EUR,Line item desc
2000,0000001435,2020,001,M,950583,73192.57,73773.58,EUR,Clearing entry
2000,0000001435,2020,002,M,181904,86363.27,78587.99,EUR,Revenue rec
2000,0000001436,2024,001,M,976667,113801.89,120978.2,EUR,Cost allocation
1000,0000001437,2023,001,S,405008,153058.99,157695.18,COP,Revenue rec
1000,0000001437,2023,002,K,562058,35337.58,34517.05,COP,Clearing entry
1000,0000001437,2023,003,K,472939,125720.41,116752.66,COP,Clearing entry
1000,0000001437,2023,004,K,911832,42140.22,42692.04,COP,Tax posting
1000,0000001438,2022,001,A,475680,21392.89,22909.52,EUR,Line item desc
1000,0000001438,2022,002,M,150663,186247.99,169584.05,EUR,Revenue rec
1000,0000001438,2022,003,K,887929,59386.84,55157.63,EUR,Tax posting
3000,0000001439,2023,001,D,333069,11866.13,10910.44,EUR,Cost allocation
3000,0000001439,2023,002,A,485762,67934.01,62392.07,EUR,Line item desc
3000,0000001439,2023,003,A,530966,3918.62,4114.87,EUR,Revenue rec
3000,0000001439,2023,004,S,350772,94321.71,95936.24,EUR,Tax posting
2000,0000001440,2022,001,A,769925,109760.68,116720.44,COP,Line item desc
2000,0000001440,2022,002,M,382573,149030.08,158029.38,COP,Revenue rec
3000,0000001441,2023,001,D,149763,173162.73,187912.15,COP,Line item desc
1000,0000001442,2021,001,K,661988,118468.97,110387.89,EUR,Tax posting
1000,0000001442,2021,002,A,240612,38779.22,37462.3,EUR,Line item desc
1000,0000001443,2022,001,M,132805,27912.3,29274.07,USD,Cost allocation
1000,0000001444,2021,001,A,260311,10590.98,10024.31,USD,Line item desc
3000,0000001445,2024,001,A,806107,7459.64,7153.53,EUR,Cost allocation
3000,0000001445,2024,002,D,259809,135313.96,137364.2,EUR,Revenue rec
3000,0000001445,2024,003,A,453020,56306.17,61415.63,EUR,Revenue rec
1000,0000001446,2020,001,K,553505,75243.07,76776.68,COP,Revenue rec
1000,0000001446,2020,002,M,983293,74148.1,67527.53,COP,Tax posting
1000,0000001446,2020,003,S,884202,67698.48,73458.55,COP,Revenue rec
1000,0000001446,2020,004,D,562388,31753.31,29589.05,COP,Revenue rec
1000,0000001447,2024,001,A,881562,84856.61,90711.94,COP,Cost allocation
1000,0000001447,2024,002,A,508777,81898.31,74918.53,COP,Revenue rec
1000,0000001447,2024,003,M,112444,128821.02,123088.34,COP,Revenue rec
1000,0000001447,2024,004,S,274195,199008.02,209202.35,COP,Revenue rec
1000,0000001448,2021,001,S,726389,138432.2,146232.32,USD,Revenue rec
1000,0000001448,2021,002,D,484010,194019.41,185830.8,USD,Tax posting
2000,0000001449,2021,001,D,605714,75119.47,68856.11,EUR,Tax posting
1000,0000001450,2020,001,D,404140,138936.09,148674.77,EUR,Clearing entry
2000,0000001451,2021,001,D,172451,182510.72,168221.12,COP,Line item desc
2000,0000001451,2021,002,A,986960,24616.13,23844.28,COP,Clearing entry
2000,0000001451,2021,003,D,196389,120616.27,110867.29,COP,Revenue rec
2000,0000001451,2021,004,D,367457,56027.84,50479.19,COP,Revenue rec
2000,0000001452,2022,001,S,324055,135334.54,144554.03,EUR,Tax posting
1000,0000001453,2020,001,A,978435,140764.35,142117.36,USD,Clearing entry
1000,0000001454,2022,001,S,469405,67713.59,74295.85,COP,Cost allocation
1000,0000001454,2022,002,S,375681,85460.37,87744.69,COP,Tax posting
2000,0000001455,2024,001,A,702365,153117.33,155112.59,COP,Tax posting
